movie_title,imdb_score,year,gross,budget,profit_markup_pr,continent,genre,mycolor
Atonement ,7.8,2007,50921738,30000000.00,70,Europe,Romance,profit
Atonement ,7.8,2007,50921738,30000000.00,70,Europe,War,profit
Die Another Day ,6.1,2002,160201106,142000000.00,13,Europe,Action,profit
Die Another Day ,6.1,2002,160201106,142000000.00,13,Europe,Adventure,profit
Die Another Day ,6.1,2002,160201106,142000000.00,13,Europe,Thriller,profit
Underworld ,7,2003,51483949,22000000.00,134,Europe,Action,profit
Underworld ,7,2003,51483949,22000000.00,134,Europe,Fantasy,profit
Underworld ,7,2003,51483949,22000000.00,134,Europe,Thriller,profit
The Boy in the Striped Pajamas ,7.8,2008,9030581,12500000.00,-28,Europe,Drama,loss
The Boy in the Striped Pajamas ,7.8,2008,9030581,12500000.00,-28,Europe,War,loss
RocknRolla ,7.3,2008,5694401,18000000.00,-68,Europe,Action,loss
RocknRolla ,7.3,2008,5694401,18000000.00,-68,Europe,Crime,loss
RocknRolla ,7.3,2008,5694401,18000000.00,-68,Europe,Thriller,loss
Among Giants ,5.9,1998,64359,2500000.00,-97,Europe,Comedy,loss
Among Giants ,5.9,1998,64359,2500000.00,-97,Europe,Romance,loss
A Room with a View ,7.4,1985,20966644,3000000.00,599,Europe,Drama,profit
A Room with a View ,7.4,1985,20966644,3000000.00,599,Europe,Romance,profit
Mirrormask ,6.9,2005,864959,4000000.00,-78,Europe,Adventure,loss
Mirrormask ,6.9,2005,864959,4000000.00,-78,Europe,Fantasy,loss
Sliding Doors ,6.8,1998,11883495,9000000.00,32,Europe,Comedy,profit
Sliding Doors ,6.8,1998,11883495,9000000.00,32,Europe,Drama,profit
Sliding Doors ,6.8,1998,11883495,9000000.00,32,Europe,Fantasy,profit
Sliding Doors ,6.8,1998,11883495,9000000.00,32,Europe,Romance,profit
Mandela: Long Walk to Freedom ,7.1,2013,8324748,35000000.00,-76,Europe,Biography,loss
Mandela: Long Walk to Freedom ,7.1,2013,8324748,35000000.00,-76,Europe,Drama,loss
Mandela: Long Walk to Freedom ,7.1,2013,8324748,35000000.00,-76,Europe,History,loss
The House of Mirth ,7.1,2000,3041803,10000000.00,-70,Europe,Drama,loss
The House of Mirth ,7.1,2000,3041803,10000000.00,-70,Europe,Romance,loss
Bride & Prejudice ,6.2,2004,6601079,7000000.00,-6,Europe,Comedy,loss
Bride & Prejudice ,6.2,2004,6601079,7000000.00,-6,Europe,Drama,loss
Bride & Prejudice ,6.2,2004,6601079,7000000.00,-6,Europe,Musical,loss
Bride & Prejudice ,6.2,2004,6601079,7000000.00,-6,Europe,Romance,loss
The End of the Affair ,7.2,1999,10660147,23000000.00,-54,Europe,Drama,loss
The End of the Affair ,7.2,1999,10660147,23000000.00,-54,Europe,Romance,loss
The Crying Game ,7.3,1992,62549000,2300000.00,2620,Europe,Crime,profit
The Crying Game ,7.3,1992,62549000,2300000.00,2620,Europe,Drama,profit
The Crying Game ,7.3,1992,62549000,2300000.00,2620,Europe,Romance,profit
The Crying Game ,7.3,1992,62549000,2300000.00,2620,Europe,Thriller,profit
Paddington ,7.2,2014,76137505,55000000.00,38,Europe,Animation,profit
Paddington ,7.2,2014,76137505,55000000.00,38,Europe,Comedy,profit
Paddington ,7.2,2014,76137505,55000000.00,38,Europe,Family,profit
Paddington ,7.2,2014,76137505,55000000.00,38,Europe,Fantasy,profit
Shadowlands ,7.4,1993,25842000,22000000.00,17,Europe,Biography,profit
Shadowlands ,7.4,1993,25842000,22000000.00,17,Europe,Drama,profit
Shadowlands ,7.4,1993,25842000,22000000.00,17,Europe,Romance,profit
Snatch ,8.3,2000,30093107,6000000.00,402,Europe,Comedy,profit
Snatch ,8.3,2000,30093107,6000000.00,402,Europe,Crime,profit
Harry Potter and the Order of the Phoenix ,7.5,2007,292000866,150000000.00,95,Europe,Adventure,profit
Harry Potter and the Order of the Phoenix ,7.5,2007,292000866,150000000.00,95,Europe,Family,profit
Harry Potter and the Order of the Phoenix ,7.5,2007,292000866,150000000.00,95,Europe,Fantasy,profit
Harry Potter and the Order of the Phoenix ,7.5,2007,292000866,150000000.00,95,Europe,Mystery,profit
Everest ,7.1,2015,43247140,55000000.00,-21,Europe,Adventure,loss
Everest ,7.1,2015,43247140,55000000.00,-21,Europe,Biography,loss
Everest ,7.1,2015,43247140,55000000.00,-21,Europe,Drama,loss
Everest ,7.1,2015,43247140,55000000.00,-21,Europe,History,loss
Everest ,7.1,2015,43247140,55000000.00,-21,Europe,Sport,loss
Everest ,7.1,2015,43247140,55000000.00,-21,Europe,Thriller,loss
Mickey Blue Eyes ,5.8,1999,33864342,40000000.00,-15,Europe,Comedy,loss
Mickey Blue Eyes ,5.8,1999,33864342,40000000.00,-15,Europe,Crime,loss
Mickey Blue Eyes ,5.8,1999,33864342,40000000.00,-15,Europe,Romance,loss
The Imitation Game ,8.1,2014,91121452,14000000.00,551,Europe,Biography,profit
The Imitation Game ,8.1,2014,91121452,14000000.00,551,Europe,Drama,profit
The Imitation Game ,8.1,2014,91121452,14000000.00,551,Europe,Thriller,profit
The Imitation Game ,8.1,2014,91121452,14000000.00,551,Europe,War,profit
The Young Victoria ,7.3,2009,10991381,35000000.00,-69,Europe,Biography,loss
The Young Victoria ,7.3,2009,10991381,35000000.00,-69,Europe,Drama,loss
The Young Victoria ,7.3,2009,10991381,35000000.00,-69,Europe,History,loss
The Young Victoria ,7.3,2009,10991381,35000000.00,-69,Europe,Romance,loss
About a Boy ,7.1,2002,40566655,30000000.00,35,Europe,Comedy,profit
About a Boy ,7.1,2002,40566655,30000000.00,35,Europe,Drama,profit
About a Boy ,7.1,2002,40566655,30000000.00,35,Europe,Romance,profit
Nicholas Nickleby ,7.2,2002,1309849,10000000.00,-87,Europe,Drama,loss
Nicholas Nickleby ,7.2,2002,1309849,10000000.00,-87,Europe,Romance,loss
Match Point ,7.7,2005,23089926,15000000.00,54,Europe,Drama,profit
Match Point ,7.7,2005,23089926,15000000.00,54,Europe,Romance,profit
Match Point ,7.7,2005,23089926,15000000.00,54,Europe,Thriller,profit
Shanghai Surprise ,3,1986,2315683,17000000.00,-86,Europe,Adventure,loss
Shanghai Surprise ,3,1986,2315683,17000000.00,-86,Europe,Crime,loss
Shanghai Surprise ,3,1986,2315683,17000000.00,-86,Europe,Drama,loss
Shanghai Surprise ,3,1986,2315683,17000000.00,-86,Europe,Romance,loss
The Remains of the Day ,7.9,1993,22954968,11500000.00,100,Europe,Drama,profit
The Remains of the Day ,7.9,1993,22954968,11500000.00,100,Europe,Romance,profit
Anonymous ,6.9,2011,4463292,30000000.00,-85,Europe,Drama,loss
Anonymous ,6.9,2011,4463292,30000000.00,-85,Europe,History,loss
Anonymous ,6.9,2011,4463292,30000000.00,-85,Europe,Thriller,loss
ChÃ©ri ,6.2,2009,2708188,23000000.00,-88,Europe,Comedy,loss
ChÃ©ri ,6.2,2009,2708188,23000000.00,-88,Europe,Drama,loss
ChÃ©ri ,6.2,2009,2708188,23000000.00,-88,Europe,Romance,loss
Hannibal Rising ,6.2,2007,27667947,50000000.00,-45,Europe,Crime,loss
Hannibal Rising ,6.2,2007,27667947,50000000.00,-45,Europe,Drama,loss
Hannibal Rising ,6.2,2007,27667947,50000000.00,-45,Europe,Thriller,loss
Percy Jackson & the Olympians: The Lightning Thief ,5.9,2010,88761720,95000000.00,-7,Europe,Adventure,loss
Percy Jackson & the Olympians: The Lightning Thief ,5.9,2010,88761720,95000000.00,-7,Europe,Family,loss
Percy Jackson & the Olympians: The Lightning Thief ,5.9,2010,88761720,95000000.00,-7,Europe,Fantasy,loss
The Jungle Book ,7.8,2016,362645141,175000000.00,107,Europe,Adventure,profit
The Jungle Book ,7.8,2016,362645141,175000000.00,107,Europe,Drama,profit
The Jungle Book ,7.8,2016,362645141,175000000.00,107,Europe,Family,profit
The Jungle Book ,7.8,2016,362645141,175000000.00,107,Europe,Fantasy,profit
Selma ,7.5,2014,52066000,20000000.00,160,Europe,Biography,profit
Selma ,7.5,2014,52066000,20000000.00,160,Europe,Drama,profit
Selma ,7.5,2014,52066000,20000000.00,160,Europe,History,profit
In the Shadow of the Moon ,8.1,2007,1134049,2000000.00,-43,Europe,Documentary,loss
In the Shadow of the Moon ,8.1,2007,1134049,2000000.00,-43,Europe,History,loss
The Infiltrator ,7.3,2016,14946229,25000000.00,-40,Europe,Biography,loss
The Infiltrator ,7.3,2016,14946229,25000000.00,-40,Europe,Crime,loss
The Infiltrator ,7.3,2016,14946229,25000000.00,-40,Europe,Drama,loss
The Infiltrator ,7.3,2016,14946229,25000000.00,-40,Europe,Thriller,loss
Chicken Run ,7,2000,106793915,45000000.00,137,Europe,Adventure,profit
Chicken Run ,7,2000,106793915,45000000.00,137,Europe,Animation,profit
Chicken Run ,7,2000,106793915,45000000.00,137,Europe,Comedy,profit
Chicken Run ,7,2000,106793915,45000000.00,137,Europe,Drama,profit
Chicken Run ,7,2000,106793915,45000000.00,137,Europe,Family,profit
Moon ,7.9,2009,5009677,5000000.00,0,Europe,Drama,profit
Moon ,7.9,2009,5009677,5000000.00,0,Europe,Mystery,profit
Moon ,7.9,2009,5009677,5000000.00,0,Europe,Sci-Fi,profit
London Has Fallen ,5.9,2016,62401264,60000000.00,4,Europe,Action,profit
London Has Fallen ,5.9,2016,62401264,60000000.00,4,Europe,Crime,profit
London Has Fallen ,5.9,2016,62401264,60000000.00,4,Europe,Drama,profit
London Has Fallen ,5.9,2016,62401264,60000000.00,4,Europe,Thriller,profit
The Descent ,7.2,2005,26005908,3500000.00,643,Europe,Adventure,profit
The Descent ,7.2,2005,26005908,3500000.00,643,Europe,Horror,profit
The Descent ,7.2,2005,26005908,3500000.00,643,Europe,Thriller,profit
Death to Smoochy ,6.4,2002,8355815,55000000.00,-85,Europe,Comedy,loss
Death to Smoochy ,6.4,2002,8355815,55000000.00,-85,Europe,Crime,loss
Death to Smoochy ,6.4,2002,8355815,55000000.00,-85,Europe,Drama,loss
Death to Smoochy ,6.4,2002,8355815,55000000.00,-85,Europe,Thriller,loss
Good ,6.2,2008,23091,15000000.00,-100,Europe,Drama,loss
Good ,6.2,2008,23091,15000000.00,-100,Europe,Romance,loss
Good ,6.2,2008,23091,15000000.00,-100,Europe,War,loss
The Duchess ,6.9,2008,13823741,13500000.00,2,Europe,Biography,profit
The Duchess ,6.9,2008,13823741,13500000.00,2,Europe,Drama,profit
The Duchess ,6.9,2008,13823741,13500000.00,2,Europe,History,profit
The Duchess ,6.9,2008,13823741,13500000.00,2,Europe,Romance,profit
The World's End ,7,2013,26003149,20000000.00,30,Europe,Action,profit
The World's End ,7,2013,26003149,20000000.00,30,Europe,Comedy,profit
The World's End ,7,2013,26003149,20000000.00,30,Europe,Sci-Fi,profit
The Other Boleyn Girl ,6.7,2008,26814957,35000000.00,-23,Europe,Biography,loss
The Other Boleyn Girl ,6.7,2008,26814957,35000000.00,-23,Europe,Drama,loss
The Other Boleyn Girl ,6.7,2008,26814957,35000000.00,-23,Europe,History,loss
The Other Boleyn Girl ,6.7,2008,26814957,35000000.00,-23,Europe,Romance,loss
Soldier ,6,1998,14567883,75000000.00,-81,Europe,Action,loss
Soldier ,6,1998,14567883,75000000.00,-81,Europe,Drama,loss
Soldier ,6,1998,14567883,75000000.00,-81,Europe,Sci-Fi,loss
The Second Best Exotic Marigold Hotel ,6.6,2015,33071558,10000000.00,231,Europe,Comedy,profit
The Second Best Exotic Marigold Hotel ,6.6,2015,33071558,10000000.00,231,Europe,Drama,profit
All or Nothing ,7.6,2002,112935,9000000.00,-99,Europe,Drama,loss
The Last Legion ,5.4,2007,5932060,35000000.00,-83,Europe,Action,loss
The Last Legion ,5.4,2007,5932060,35000000.00,-83,Europe,Adventure,loss
The Last Legion ,5.4,2007,5932060,35000000.00,-83,Europe,Fantasy,loss
The Last Legion ,5.4,2007,5932060,35000000.00,-83,Europe,War,loss
Super Mario Bros. ,4,1993,20915465,42000000.00,-50,Europe,Adventure,loss
Super Mario Bros. ,4,1993,20915465,42000000.00,-50,Europe,Comedy,loss
Super Mario Bros. ,4,1993,20915465,42000000.00,-50,Europe,Family,loss
Super Mario Bros. ,4,1993,20915465,42000000.00,-50,Europe,Fantasy,loss
Super Mario Bros. ,4,1993,20915465,42000000.00,-50,Europe,Sci-Fi,loss
Ronin ,7.3,1998,41609593,55000000.00,-24,Europe,Action,loss
Ronin ,7.3,1998,41609593,55000000.00,-24,Europe,Adventure,loss
Ronin ,7.3,1998,41609593,55000000.00,-24,Europe,Crime,loss
Ronin ,7.3,1998,41609593,55000000.00,-24,Europe,Thriller,loss
Iris ,7.1,2001,1292119,5500000.00,-77,Europe,Biography,loss
Iris ,7.1,2001,1292119,5500000.00,-77,Europe,Drama,loss
Iris ,7.1,2001,1292119,5500000.00,-77,Europe,Romance,loss
Stardust ,7.7,2007,38345403,70000000.00,-45,Europe,Adventure,loss
Stardust ,7.7,2007,38345403,70000000.00,-45,Europe,Family,loss
Stardust ,7.7,2007,38345403,70000000.00,-45,Europe,Fantasy,loss
Stardust ,7.7,2007,38345403,70000000.00,-45,Europe,Romance,loss
Brooklyn ,7.5,2015,38317535,11000000.00,248,Europe,Drama,profit
Brooklyn ,7.5,2015,38317535,11000000.00,248,Europe,Romance,profit
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,7.3,2006,144431,1000000.00,-86,Europe,Documentary,loss
Once in a Lifetime: The Extraordinary Story of the New York Cosmos ,7.3,2006,144431,1000000.00,-86,Europe,Sport,loss
Skyfall ,7.8,2012,304360277,200000000.00,52,Europe,Action,profit
Skyfall ,7.8,2012,304360277,200000000.00,52,Europe,Adventure,profit
Skyfall ,7.8,2012,304360277,200000000.00,52,Europe,Thriller,profit
Resident Evil ,6.7,2002,39532308,33000000.00,20,Europe,Action,profit
Resident Evil ,6.7,2002,39532308,33000000.00,20,Europe,Horror,profit
Resident Evil ,6.7,2002,39532308,33000000.00,20,Europe,Sci-Fi,profit
Brazil ,8,1985,9929000,15000000.00,-34,Europe,Drama,loss
Brazil ,8,1985,9929000,15000000.00,-34,Europe,Sci-Fi,loss
Bright Star ,7,2009,4440055,8500000.00,-48,Europe,Biography,loss
Bright Star ,7,2009,4440055,8500000.00,-48,Europe,Drama,loss
Bright Star ,7,2009,4440055,8500000.00,-48,Europe,Romance,loss
The Pirates! Band of Misfits ,6.7,2012,31051126,55000000.00,-44,Europe,Adventure,loss
The Pirates! Band of Misfits ,6.7,2012,31051126,55000000.00,-44,Europe,Animation,loss
The Pirates! Band of Misfits ,6.7,2012,31051126,55000000.00,-44,Europe,Comedy,loss
The Pirates! Band of Misfits ,6.7,2012,31051126,55000000.00,-44,Europe,Family,loss
Extreme Ops ,4.5,2002,4835968,40000000.00,-88,Europe,Action,loss
Extreme Ops ,4.5,2002,4835968,40000000.00,-88,Europe,Adventure,loss
Extreme Ops ,4.5,2002,4835968,40000000.00,-88,Europe,Thriller,loss
The Imaginarium of Doctor Parnassus ,6.8,2009,7689458,40000000.00,-81,Europe,Adventure,loss
The Imaginarium of Doctor Parnassus ,6.8,2009,7689458,40000000.00,-81,Europe,Fantasy,loss
The Imaginarium of Doctor Parnassus ,6.8,2009,7689458,40000000.00,-81,Europe,Mystery,loss
My Summer of Love ,6.8,2004,992238,1700000.00,-42,Europe,Drama,loss
My Summer of Love ,6.8,2004,992238,1700000.00,-42,Europe,Romance,loss
The Guru ,5.4,2002,3034181,11000000.00,-72,Europe,Comedy,loss
The Guru ,5.4,2002,3034181,11000000.00,-72,Europe,Music,loss
The Guru ,5.4,2002,3034181,11000000.00,-72,Europe,Romance,loss
The Queen ,7.3,2006,56437947,9800000.00,476,Europe,Biography,profit
The Queen ,7.3,2006,56437947,9800000.00,476,Europe,Drama,profit
Yes ,6.9,2004,396035,1000000.00,-60,Europe,Drama,loss
Yes ,6.9,2004,396035,1000000.00,-60,Europe,Romance,loss
Criminal ,6.3,2016,14268533,31500000.00,-55,Europe,Action,loss
Criminal ,6.3,2016,14268533,31500000.00,-55,Europe,Crime,loss
Criminal ,6.3,2016,14268533,31500000.00,-55,Europe,Drama,loss
Criminal ,6.3,2016,14268533,31500000.00,-55,Europe,Mystery,loss
Criminal ,6.3,2016,14268533,31500000.00,-55,Europe,Sci-Fi,loss
Criminal ,6.3,2016,14268533,31500000.00,-55,Europe,Thriller,loss
The Heart of Me ,6.7,2002,196067,7000000.00,-97,Europe,Drama,loss
The Heart of Me ,6.7,2002,196067,7000000.00,-97,Europe,Romance,loss
Dirty Pretty Things ,7.4,2002,8111360,10000000.00,-19,Europe,Crime,loss
Dirty Pretty Things ,7.4,2002,8111360,10000000.00,-19,Europe,Drama,loss
Dirty Pretty Things ,7.4,2002,8111360,10000000.00,-19,Europe,Thriller,loss
Basic Instinct 2 ,4.2,2006,5851188,70000000.00,-92,Europe,Crime,loss
Basic Instinct 2 ,4.2,2006,5851188,70000000.00,-92,Europe,Mystery,loss
Basic Instinct 2 ,4.2,2006,5851188,70000000.00,-92,Europe,Thriller,loss
The Hudsucker Proxy ,7.3,1994,2869369,30000000.00,-90,Europe,Comedy,loss
The Hudsucker Proxy ,7.3,1994,2869369,30000000.00,-90,Europe,Fantasy,loss
Highlander ,7.2,1986,5900000,16000000.00,-63,Europe,Action,loss
Highlander ,7.2,1986,5900000,16000000.00,-63,Europe,Adventure,loss
Highlander ,7.2,1986,5900000,16000000.00,-63,Europe,Fantasy,loss
Wah-Wah ,6.9,2005,233103,7000000.00,-97,Europe,Drama,loss
Becoming Jane ,7.1,2007,18663911,16500000.00,13,Europe,Biography,profit
Becoming Jane ,7.1,2007,18663911,16500000.00,13,Europe,Drama,profit
Becoming Jane ,7.1,2007,18663911,16500000.00,13,Europe,Romance,profit
Mortdecai ,5.5,2015,7605668,60000000.00,-87,Europe,Action,loss
Mortdecai ,5.5,2015,7605668,60000000.00,-87,Europe,Comedy,loss
Mortdecai ,5.5,2015,7605668,60000000.00,-87,Europe,Mystery,loss
Mortdecai ,5.5,2015,7605668,60000000.00,-87,Europe,Romance,loss
Trance ,7,2013,2319187,20000000.00,-88,Europe,Crime,loss
Trance ,7,2013,2319187,20000000.00,-88,Europe,Drama,loss
Trance ,7,2013,2319187,20000000.00,-88,Europe,Mystery,loss
Trance ,7,2013,2319187,20000000.00,-88,Europe,Thriller,loss
The White Countess ,6.7,2005,1666262,16000000.00,-90,Europe,Drama,loss
The White Countess ,6.7,2005,1666262,16000000.00,-90,Europe,History,loss
The White Countess ,6.7,2005,1666262,16000000.00,-90,Europe,Romance,loss
The White Countess ,6.7,2005,1666262,16000000.00,-90,Europe,War,loss
Much Ado About Nothing ,7.4,1993,22551000,8000000.00,182,Europe,Comedy,profit
Much Ado About Nothing ,7.4,1993,22551000,8000000.00,182,Europe,Drama,profit
Much Ado About Nothing ,7.4,1993,22551000,8000000.00,182,Europe,Romance,profit
Never Let Me Go ,7.2,2010,2412045,15000000.00,-84,Europe,Drama,loss
Never Let Me Go ,7.2,2010,2412045,15000000.00,-84,Europe,Romance,loss
Never Let Me Go ,7.2,2010,2412045,15000000.00,-84,Europe,Sci-Fi,loss
The Constant Gardener ,7.5,2005,33565375,15000000.00,124,Europe,Drama,profit
The Constant Gardener ,7.5,2005,33565375,15000000.00,124,Europe,Mystery,profit
The Constant Gardener ,7.5,2005,33565375,15000000.00,124,Europe,Romance,profit
The Constant Gardener ,7.5,2005,33565375,15000000.00,124,Europe,Thriller,profit
Billy Elliot ,7.7,2000,21994911,5000000.00,340,Europe,Drama,profit
Billy Elliot ,7.7,2000,21994911,5000000.00,340,Europe,Music,profit
A Most Wanted Man ,6.8,2014,17237244,15000000.00,15,Europe,Crime,profit
A Most Wanted Man ,6.8,2014,17237244,15000000.00,15,Europe,Drama,profit
A Most Wanted Man ,6.8,2014,17237244,15000000.00,15,Europe,Thriller,profit
Oliver Twist ,6.9,2005,1987287,50000000.00,-96,Europe,Crime,loss
Oliver Twist ,6.9,2005,1987287,50000000.00,-96,Europe,Drama,loss
Valiant ,5.6,2005,19447478,35000000.00,-44,Europe,Adventure,loss
Valiant ,5.6,2005,19447478,35000000.00,-44,Europe,Animation,loss
Valiant ,5.6,2005,19447478,35000000.00,-44,Europe,Comedy,loss
Valiant ,5.6,2005,19447478,35000000.00,-44,Europe,Family,loss
Valiant ,5.6,2005,19447478,35000000.00,-44,Europe,War,loss
The Claim ,6.5,2000,403932,20000000.00,-98,Europe,Drama,loss
The Claim ,6.5,2000,403932,20000000.00,-98,Europe,Romance,loss
The Claim ,6.5,2000,403932,20000000.00,-98,Europe,Western,loss
Buffalo Soldiers ,6.9,2001,353743,15000000.00,-98,Europe,Comedy,loss
Buffalo Soldiers ,6.9,2001,353743,15000000.00,-98,Europe,Crime,loss
Buffalo Soldiers ,6.9,2001,353743,15000000.00,-98,Europe,Drama,loss
Buffalo Soldiers ,6.9,2001,353743,15000000.00,-98,Europe,Thriller,loss
Buffalo Soldiers ,6.9,2001,353743,15000000.00,-98,Europe,War,loss
Romeo Is Bleeding ,6.6,1993,3275585,11500000.00,-72,Europe,Action,loss
Romeo Is Bleeding ,6.6,1993,3275585,11500000.00,-72,Europe,Crime,loss
Romeo Is Bleeding ,6.6,1993,3275585,11500000.00,-72,Europe,Drama,loss
Romeo Is Bleeding ,6.6,1993,3275585,11500000.00,-72,Europe,Thriller,loss
The Sweeney ,6.1,2012,26345,3000000.00,-99,Europe,Action,loss
The Sweeney ,6.1,2012,26345,3000000.00,-99,Europe,Crime,loss
The Sweeney ,6.1,2012,26345,3000000.00,-99,Europe,Drama,loss
Kill List ,6.3,2011,26297,500000.00,-95,Europe,Crime,loss
Kill List ,6.3,2011,26297,500000.00,-95,Europe,Horror,loss
Kill List ,6.3,2011,26297,500000.00,-95,Europe,Thriller,loss
Shooting Fish ,6.6,1997,302204,3000000.00,-90,Europe,Comedy,loss
Shooting Fish ,6.6,1997,302204,3000000.00,-90,Europe,Crime,loss
Shooting Fish ,6.6,1997,302204,3000000.00,-90,Europe,Romance,loss
Man on Wire ,7.8,2008,2957978,1000000.00,196,Europe,Biography,profit
Man on Wire ,7.8,2008,2957978,1000000.00,196,Europe,Crime,profit
Man on Wire ,7.8,2008,2957978,1000000.00,196,Europe,Documentary,profit
Man on Wire ,7.8,2008,2957978,1000000.00,196,Europe,History,profit
Man on Wire ,7.8,2008,2957978,1000000.00,196,Europe,Thriller,profit
Spice World ,3.3,1997,29247405,25000000.00,17,Europe,Comedy,profit
Spice World ,3.3,1997,29247405,25000000.00,17,Europe,Family,profit
Spice World ,3.3,1997,29247405,25000000.00,17,Europe,Music,profit
The BFG ,6.8,2016,52792307,140000000.00,-62,Europe,Adventure,loss
The BFG ,6.8,2016,52792307,140000000.00,-62,Europe,Family,loss
The BFG ,6.8,2016,52792307,140000000.00,-62,Europe,Fantasy,loss
